"GCAM_region_ID","resource","subresource","grade","available","extractioncost"
4,"natural gas","natural gas","grade 7",102.362105791716,6.5
4,"natural gas","natural gas","grade 8",0,16.6
5,"coal","coal","grade 1",0.257685711941944,0.34
5,"coal","coal","grade 2",4.87302087404499,0.37
5,"coal","coal","grade 3",3.32690660239332,1.2
5,"coal","coal","grade 4",4.72117036522205,1.7
5,"coal","coal","grade 5",6.46975198197096,2
5,"coal","coal","grade 6",6.46975198197096,2.3
5,"coal","coal","grade 7",0,2.6
5,"crude oil","crude oil","grade 1",71.1948319566945,0.5
5,"crude oil","crude oil","grade 2",75.7391829326537,0.55
5,"crude oil","crude oil","grade 3",129.892698729501,0.92
5,"crude oil","crude oil","grade 4",149.206190377328,1.3
5,"crude oil","crude oil","grade 5",148.827494462665,2.1
5,"crude oil","crude oil","grade 6",491.547297232923,2.7
5,"crude oil","crude oil","grade 7",0,3.5
5,"crude oil","unconventional oil","grade 1",190.484045075624,1.8
5,"crude oil","unconventional oil","grade 2",372.258084113993,3.3
5,"crude oil","unconventional oil","grade 3",101.293583254131,10.8
5,"crude oil","unconventional oil","grade 4",0,16.3
5,"natural gas","natural gas","grade 1",4.97047185986578,0.62
5,"natural gas","natural gas","grade 2",32.1423846937987,0.68
5,"natural gas","natural gas","grade 3",55.5036024351679,1.1
5,"natural gas","natural gas","grade 4",122.439290148027,1.7
5,"natural gas","natural gas","grade 5",118.628595055463,3.1
5,"natural gas","natural gas","grade 6",221.848727345343,3.7
5,"natural gas","natural gas","grade 7",710.114746379491,6.5
5,"natural gas","natural gas","grade 8",0,16.6
6,"coal","coal","grade 1",57,0.34
6,"coal","coal","grade 2",1186,0.37
6,"coal","coal","grade 3",1753,1.2
6,"coal","coal","grade 4",2491,1.7
6,"coal","coal","grade 5",3414,2
6,"coal","coal","grade 6",3414,2.3
6,"coal","coal","grade 7",0,2.6
6,"crude oil","crude oil","grade 1",18,0.5
6,"crude oil","crude oil","grade 2",5,0.55
6,"crude oil","crude oil","grade 3",15,0.92
6,"crude oil","crude oil","grade 4",16,1.3
6,"crude oil","crude oil","grade 5",9,2.1
6,"crude oil","crude oil","grade 6",12,2.7
6,"crude oil","crude oil","grade 7",0,3.5
6,"crude oil","unconventional oil","grade 1",1320,1.8
6,"crude oil","unconventional oil","grade 2",2578,3.3
6,"crude oil","unconventional oil","grade 3",701.64,10.8
6,"crude oil","unconventional oil","grade 4",0,16.3
6,"natural gas","natural gas","grade 1",10,0.62
6,"natural gas","natural gas","grade 2",67,0.68
6,"natural gas","natural gas","grade 3",46,1.1
6,"natural gas","natural gas","grade 4",99,1.7
6,"natural gas","natural gas","grade 5",478,3.1
6,"natural gas","natural gas","grade 6",893,3.7
6,"natural gas","natural gas","grade 7",11508,6.5
6,"natural gas","natural gas","grade 8",0,16.6
7,"coal","coal","grade 1",0.703141112995569,0.34
7,"coal","coal","grade 2",7.41494264613509,0.37
7,"coal","coal","grade 3",9.20475638830563,1.2
7,"coal","coal","grade 4",13.1039934694629,1.7
7,"coal","coal","grade 5",17.8981374217054,2
7,"coal","coal","grade 6",17.8981374217054,2.3
7,"coal","coal","grade 7",0,2.6
7,"crude oil","crude oil","grade 1",30.9062533853962,0.5
7,"crude oil","crude oil","grade 2",39.1200774833168,0.55
7,"crude oil","crude oil","grade 3",32.0199922461312,0.92
7,"crude oil","crude oil","grade 4",63.9007671346706,1.3
7,"crude oil","crude oil","grade 5",48.1692057267887,2.1
7,"crude oil","crude oil","grade 6",66.1282448561406,2.7
7,"crude oil","crude oil","grade 7",0,3.5
7,"crude oil","unconventional oil","grade 1",418.208942205992,1.8
7,"crude oil","unconventional oil","grade 2",817.623541137081,3.3
7,"crude oil","unconventional oil","grade 3",222.449847001753,10.8
7,"crude oil","unconventional oil","grade 4",0,16.3
7,"natural gas","natural gas","grade 1",2.76467273877706,0.62
7,"natural gas","natural gas","grade 2",17.6341288203077,0.68
7,"natural gas","natural gas","grade 3",27.7961691574342,1.1
7,"natural gas","natural gas","grade 4",58.5064528233091,1.7
7,"natural gas","natural gas","grade 5",53.5001535395776,3.1
7,"natural gas","natural gas","grade 6",100.051264789797,3.7
7,"natural gas","natural gas","grade 7",3821.89853826237,6.5
7,"natural gas","natural gas","grade 8",0,16.6
8,"coal","coal","grade 1",20,0.34
8,"coal","coal","grade 2",293,0.37
8,"coal","coal","grade 3",293,1.2
8,"coal","coal","grade 4",415,1.7
8,"coal","coal","grade 5",569,2
8,"coal","coal","grade 6",569,2.3
8,"coal","coal","grade 7",0,2.6
8,"crude oil","crude oil","grade 1",55,0.5
8,"crude oil","crude oil","grade 2",115,0.55
8,"crude oil","crude oil","grade 3",226.5,0.92
8,"crude oil","crude oil","grade 4",235.5,1.3
8,"crude oil","crude oil","grade 5",216,2.1
8,"crude oil","crude oil","grade 6",314,2.7
8,"crude oil","crude oil","grade 7",0,3.5
8,"crude oil","unconventional oil","grade 1",803,1.8
8,"crude oil","unconventional oil","grade 2",1570,3.3
8,"crude oil","unconventional oil","grade 3",427.14,10.8
8,"crude oil","unconventional oil","grade 4",0,16.3
8,"natural gas","natural gas","grade 1",44,0.62
8,"natural gas","natural gas","grade 2",279,0.68
8,"natural gas","natural gas","grade 3",119,1.1
8,"natural gas","natural gas","grade 4",279,1.7
8,"natural gas","natural gas","grade 5",478,3.1
8,"natural gas","natural gas","grade 6",893,3.7
8,"natural gas","natural gas","grade 7",20005,6.5
8,"natural gas","natural gas","grade 8",0,16.6
9,"coal","coal","grade 1",0.000599119014238004,0.34
9,"coal","coal","grade 2",0.00677327649953749,0.37
9,"coal","coal","grade 3",0.00820107119496692,1.2
9,"coal","coal","grade 4",0.0116728763519411,1.7
9,"coal","coal","grade 5",0.0159488774367429,2
9,"coal","coal","grade 6",0.0159488774367429,2.3
9,"coal","coal","grade 7",0,2.6
9,"crude oil","crude oil","grade 1",4.99853052802907,0.5
9,"crude oil","crude oil","grade 2",6.32678042993779,0.55
9,"crude oil","crude oil","grade 3",5.17936233876043,0.92
9,"crude oil","crude oil","grade 4",10.3341905729608,1.3
9,"crude oil","crude oil","grade 5",7.78995574696434,2.1
9,"crude oil","crude oil","grade 6",10.6944322148042,2.7
9,"crude oil","crude oil","grade 7",0,3.5
9,"crude oil","unconventional oil","grade 1",67.6398056689623,1.8
9,"crude oil","unconventional oil","grade 2",132.239891600699,3.3
9,"crude oil","unconventional oil","grade 3",35.978345508539,10.8
9,"crude oil","unconventional oil","grade 4",0,16.3
9,"natural gas","natural gas","grade 1",5.12771591117533,0.62
9,"natural gas","natural gas","grade 2",32.7065101154285,0.68
9,"natural gas","natural gas","grade 3",51.5536028497211,1.1
9,"natural gas","natural gas","grade 4",108.512108112148,1.7
9,"natural gas","natural gas","grade 5",99.2266062160865,3.1
9,"natural gas","natural gas","grade 6",185.5648398438,3.7
9,"natural gas","natural gas","grade 7",7088.4390233371,6.5
9,"natural gas","natural gas","grade 8",0,16.6
10,"coal","coal","grade 1",28.0937065257542,0.34
10,"coal","coal","grade 2",1492.70319545152,0.37
10,"coal","coal","grade 3",2585.95017533134,1.2
10,"coal","coal","grade 4",3674.78573496459,1.7
10,"coal","coal","grade 5",5035.75843133116,2
10,"coal","coal","grade 6",5035.75843133116,2.3
10,"coal","coal","grade 7",0,2.6
10,"crude oil","crude oil","grade 1",46.762187277248,0.5
10,"crude oil","crude oil","grade 2",54.7933231689042,0.55
10,"crude oil","crude oil","grade 3",111.122935901681,0.92
10,"crude oil","crude oil","grade 4",108.39987275578,1.3
10,"crude oil","crude oil","grade 5",88.2512860066155,2.1
10,"crude oil","crude oil","grade 6",85.8511928812417,2.7
10,"crude oil","crude oil","grade 7",0,3.5
10,"crude oil","unconventional oil","grade 1",599.064912286679,1.8
10,"crude oil","unconventional oil","grade 2",1171.37613334732,3.3
10,"crude oil","unconventional oil","grade 3",318.67938821412,10.8
10,"crude oil","unconventional oil","grade 4",0,16.3
10,"natural gas","natural gas","grade 1",55.3895925277352,0.62
10,"natural gas","natural gas","grade 2",353.470815084685,0.68
10,"natural gas","natural gas","grade 3",240.135187297166,1.1
10,"natural gas","natural gas","grade 4",236.726596987767,1.7
10,"natural gas","natural gas","grade 5",81.4653083946382,3.1
10,"natural gas","natural gas","grade 6",152.193557314669,3.7
10,"natural gas","natural gas","grade 7",8025.18502444921,6.5
10,"natural gas","natural gas","grade 8",0,16.6
11,"coal","coal","grade 1",283.413657634802,0.34
11,"coal","coal","grade 2",6755.90077868559,0.37
11,"coal","coal","grade 3",4630.72464585929,1.2
11,"coal","coal","grade 4",6580.04829126279,1.7
11,"coal","coal","grade 5",9018.38426235764,2
11,"coal","coal","grade 6",9018.38426235764,2.3
11,"coal","coal","grade 7",0,2.6
11,"crude oil","crude oil","grade 1",78.4413722180723,0.5
11,"crude oil","crude oil","grade 2",96.3817167364837,0.55
11,"crude oil","crude oil","grade 3",131.847407397791,0.92
11,"crude oil","crude oil","grade 4",168.673992415734,1.3
11,"crude oil","crude oil","grade 5",128.508569317878,2.1
11,"crude oil","crude oil","grade 6",176.787124770221,2.7
11,"crude oil","crude oil","grade 7",0,3.5
11,"crude oil","unconventional oil","grade 1",1901.39379463377,1.8
11,"crude oil","unconventional oil","grade 2",3716.79025279274,3.3
11,"crude oil","unconventional oil","grade 3",1011.27312853677,10.8
11,"crude oil","unconventional oil","grade 4",0,16.3
11,"natural gas","natural gas","grade 1",5.64914438741795,0.62
11,"natural gas","natural gas","grade 2",37.6557608865796,0.68
11,"natural gas","natural gas","grade 3",160.6078869778,1.1
11,"natural gas","natural gas","grade 4",355.835893821619,1.7
11,"natural gas","natural gas","grade 5",224.498279919548,3.1
11,"natural gas","natural gas","grade 6",418.938612867374,3.7
11,"natural gas","natural gas","grade 7",3178.69864942372,6.5
11,"natural gas","natural gas","grade 8",0,16.6
12,"coal","coal","grade 1",81.8103787091026,0.34
12,"coal","coal","grade 2",462.880350355846,0.37
12,"coal","coal","grade 3",817.577906082166,1.2
12,"coal","coal","grade 4",1161.72452496689,1.7
12,"coal","coal","grade 5",1591.43695760571,2
12,"coal","coal","grade 6",1591.43695760571,2.3
12,"coal","coal","grade 7",0,2.6
12,"crude oil","crude oil","grade 1",8.39748067426912,0.5
12,"crude oil","crude oil","grade 2",8.02971920982521,0.55
12,"crude oil","crude oil","grade 3",18.4260361114891,0.92
12,"crude oil","crude oil","grade 4",17.5271519389642,1.3
12,"crude oil","crude oil","grade 5",14.2500581761295,2.1
12,"crude oil","crude oil","grade 6",13.3663489381212,2.7
12,"crude oil","crude oil","grade 7",0,3.5
12,"crude oil","unconventional oil","grade 1",144.502622201858,1.8
12,"crude oil","unconventional oil","grade 2",282.356444234902,3.3
12,"crude oil","unconventional oil","grade 3",76.8346319586169,10.8
12,"crude oil","unconventional oil","grade 4",0,16.3
12,"natural gas","natural gas","grade 1",16.2495312241131,0.62
12,"natural gas","natural gas","grade 2",102.658989601322,0.68
12,"natural gas","natural gas","grade 3",28.7566185499075,1.1
12,"natural gas","natural gas","grade 4",27.7421903100871,1.7
12,"natural gas","natural gas","grade 5",46.8918626057425,3.1
12,"natural gas","natural gas","grade 6",86.9703900923562,3.7
12,"natural gas","natural gas","grade 7",186.251812507758,6.5
12,"natural gas","natural gas","grade 8",0,16.6
13,"coal","coal","grade 1",108.272658289811,0.34
13,"coal","coal","grade 2",2436.59739175531,0.37
13,"coal","coal","grade 3",2435.67201078071,1.2
13,"coal","coal","grade 4",3461.02329835038,1.7
13,"coal","coal","grade 5",4742.71240663956,2
13,"coal","coal","grade 6",4742.71240663956,2.3
13,"coal","coal","grade 7",0,2.6
13,"crude oil","crude oil","grade 1",43.4124359558561,0.5
13,"crude oil","crude oil","grade 2",48.8391424819852,0.55
13,"crude oil","crude oil","grade 3",67.831362582665,0.92
13,"crude oil","crude oil","grade 4",70.0030444667267,1.3
13,"crude oil","crude oil","grade 5",49.9247426058871,2.1
13,"crude oil","crude oil","grade 6",72.7163320521198,2.7
13,"crude oil","crude oil","grade 7",0,3.5
13,"crude oil","unconventional oil","grade 1",653.355521139851,1.8
13,"crude oil","unconventional oil","grade 2",1277.95036220398,3.3
13,"crude oil","unconventional oil","grade 3",347.635059001889,10.8
13,"crude oil","unconventional oil","grade 4",0,16.3
13,"natural gas","natural gas","grade 1",57.2791089755037,0.62
13,"natural gas","natural gas","grade 2",364.236386599603,0.68
13,"natural gas","natural gas","grade 3",204.149060487157,1.1
13,"natural gas","natural gas","grade 4",475.12374045472,1.7
13,"natural gas","natural gas","grade 5",280.521747339037,3.1
13,"natural gas","natural gas","grade 6",524.325989800109,3.7
13,"natural gas","natural gas","grade 7",6286.10157755471,6.5
13,"natural gas","natural gas","grade 8",0,16.6
14,"coal","coal","grade 1",26.3736167452655,0.34
14,"coal","coal","grade 2",1456.89194273846,0.37
14,"coal","coal","grade 3",2571.26071103842,1.2
14,"coal","coal","grade 4",3653.91437059406,1.7
14,"coal","coal","grade 5",5007.14798422613,2
14,"coal","coal","grade 6",5007.14798422613,2.3
14,"coal","coal","grade 7",0,2.6
14,"crude oil","crude oil","grade 1",15.0159555998789,0.5
14,"crude oil","crude oil","grade 2",17.5929512803862,0.55
14,"crude oil","crude oil","grade 3",35.7062574577979,0.92
14,"crude oil","crude oil","grade 4",34.8142204914685,1.3
14,"crude oil","crude oil","grade 5",28.34695248558,2.1
14,"crude oil","crude oil","grade 6",27.5540307377316,2.7
14,"crude oil","crude oil","grade 7",0,3.5
14,"crude oil","unconventional oil","grade 1",191.986178197792,1.8
14,"crude oil","unconventional oil","grade 2",375.398889996973,3.3
14,"crude oil","unconventional oil","grade 3",102.129312275058,10.8
14,"crude oil","unconventional oil","grade 4",0,16.3
14,"natural gas","natural gas","grade 1",19.3023427510942,0.62
14,"natural gas","natural gas","grade 2",123.178642663906,0.68
14,"natural gas","natural gas","grade 3",83.6830798039746,1.1
14,"natural gas","natural gas","grade 4",82.4952433269842,1.7
14,"natural gas","natural gas","grade 5",28.3892918000709,3.1
14,"natural gas","natural gas","grade 6",53.0368986976219,3.7
14,"natural gas","natural gas","grade 7",2796.64220142623,6.5
14,"natural gas","natural gas","grade 8",0,16.6
15,"coal","coal","grade 1",15.759941361851,0.34
15,"coal","coal","grade 2",295.047449657811,0.37
15,"coal","coal","grade 3",378.090572079349,1.2
15,"coal","coal","grade 4",537.265330019907,1.7
15,"coal","coal","grade 5",736.194222105699,2
15,"coal","coal","grade 6",736.194222105699,2.3
15,"coal","coal","grade 7",0,2.6
15,"crude oil","crude oil","grade 1",13.0599039329325,0.5
15,"crude oil","crude oil","grade 2",14.6821257671179,0.55
15,"crude oil","crude oil","grade 3",29.6110904901601,0.92
15,"crude oil","crude oil","grade 4",28.8397413237821,1.3
15,"crude oil","crude oil","grade 5",23.283266832823,2.1
15,"crude oil","crude oil","grade 6",23.1387792395756,2.7
15,"crude oil","crude oil","grade 7",0,3.5
15,"crude oil","unconventional oil","grade 1",181.231021328086,1.8
15,"crude oil","unconventional oil","grade 2",354.319135704161,3.3
15,"crude oil","unconventional oil","grade 3",96.3990282658045,10.8
15,"crude oil","unconventional oil","grade 4",0,16.3
15,"natural gas","natural gas","grade 1",3.45545939265206,0.62
15,"natural gas","natural gas","grade 2",21.9819268569768,0.68
15,"natural gas","natural gas","grade 3",12.2162592249435,1.1
15,"natural gas","natural gas","grade 4",12.5599181220164,1.7
15,"natural gas","natural gas","grade 5",6.95576248008098,3.1
15,"natural gas","natural gas","grade 6",12.9546656831486,3.7
15,"natural gas","natural gas","grade 7",357.463793330107,6.5
15,"natural gas","natural gas","grade 8",0,16.6
16,"coal","coal","grade 1",0.44222689605415,0.34
16,"coal","coal","grade 2",9.95199501974852,0.37
16,"coal","coal","grade 3",9.94821530268823,1.2
16,"coal","coal","grade 4",14.1361418054916,1.7
16,"coal","coal","grade 5",19.3710499339959,2
16,"coal","coal","grade 6",19.3710499339959,2.3
16,"coal","coal","grade 7",0,2.6
16,"crude oil","crude oil","grade 1",35.4062432622988,0.5
16,"crude oil","crude oil","grade 2",39.8320236700861,0.55
16,"crude oil","crude oil","grade 3",55.3222550973418,0.92
16,"crude oil","crude oil","grade 4",57.0925672604568,1.3
16,"crude oil","crude oil","grade 5",40.7171797516436,2.1
16,"crude oil","crude oil","grade 6",59.3054574643504,2.7
16,"crude oil","crude oil","grade 7",0,3.5
16,"crude oil","unconventional oil","grade 1",532.863961097596,1.8
16,"crude oil","unconventional oil","grade 2",1042.27128603392,3.3
16,"crude oil","unconventional oil","grade 3",283.524344483673,10.8
16,"crude oil","unconventional oil","grade 4",0,16.3
16,"natural gas","natural gas","grade 1",20.6045705888659,0.62
16,"natural gas","natural gas","grade 2",131.023936052276,0.68
16,"natural gas","natural gas","grade 3",73.4368028680093,1.1
16,"natural gas","natural gas","grade 4",170.912271423029,1.7
16,"natural gas","natural gas","grade 5",100.909563653164,3.1
16,"natural gas","natural gas","grade 6",188.611069236542,3.7
16,"natural gas","natural gas","grade 7",2261.21954154734,6.5
16,"natural gas","natural gas","grade 8",0,16.6
17,"coal","coal","grade 1",55,0.34
17,"coal","coal","grade 2",1018,0.37
17,"coal","coal","grade 3",434,1.2
17,"coal","coal","grade 4",616,1.7
17,"coal","coal","grade 5",845,2
17,"coal","coal","grade 6",845,2.3
17,"coal","coal","grade 7",0,2.6
17,"crude oil","crude oil","grade 1",21,0.5
17,"crude oil","crude oil","grade 2",48,0.55
17,"crude oil","crude oil","grade 3",120.5,0.92
17,"crude oil","crude oil","grade 4",73.5,1.3
17,"crude oil","crude oil","grade 5",63,2.1
17,"crude oil","crude oil","grade 6",314,2.7
17,"crude oil","crude oil","grade 7",0,3.5
17,"crude oil","unconventional oil","grade 1",1509,1.8
17,"crude oil","unconventional oil","grade 2",2950,3.3
17,"crude oil","unconventional oil","grade 3",802.62,10.8
17,"crude oil","unconventional oil","grade 4",0,16.3
17,"natural gas","natural gas","grade 1",5,0.62
17,"natural gas","natural gas","grade 2",32,0.68
17,"natural gas","natural gas","grade 3",301,1.1
17,"natural gas","natural gas","grade 4",339,1.7
17,"natural gas","natural gas","grade 5",382,3.1
17,"natural gas","natural gas","grade 6",714,3.7
17,"natural gas","natural gas","grade 7",4263,6.5
17,"natural gas","natural gas","grade 8",0,16.6
18,"coal","coal","grade 1",5.43191979916475,0.34
18,"coal","coal","grade 2",921.615725924953,0.37
18,"coal","coal","grade 3",392.908865472917,1.2
18,"coal","coal","grade 4",557.677099380914,1.7
18,"coal","coal","grade 5",764.995371715702,2
18,"coal","coal","grade 6",764.995371715702,2.3
18,"coal","coal","grade 7",0,2.6
18,"crude oil","crude oil","grade 1",40.3708313174651,0.5
18,"crude oil","crude oil","grade 2",26.5452041539496,0.55
18,"crude oil","crude oil","grade 3",81.0181751782005,0.92
18,"crude oil","crude oil","grade 4",55.0259961107914,1.3
18,"crude oil","crude oil","grade 5",34.8405804520589,2.1
18,"crude oil","crude oil","grade 6",173.649877173754,2.7
18,"crude oil","crude oil","grade 7",0,3.5
18,"crude oil","unconventional oil","grade 1",834.514855589792,1.8
18,"crude oil","unconventional oil","grade 2",1631.42400529482,3.3
18,"crude oil","unconventional oil","grade 3",443.86899495923,10.8
18,"crude oil","unconventional oil","grade 4",0,16.3
18,"natural gas","natural gas","grade 1",15.3794070673202,0.62
18,"natural gas","natural gas","grade 2",98.0864406293535,0.68
18,"natural gas","natural gas","grade 3",102.871145050298,1.1
18,"natural gas","natural gas","grade 4",115.858199907146,1.7
18,"natural gas","natural gas","grade 5",163.363479515091,3.1
18,"natural gas","natural gas","grade 6",305.195789135933,3.7
18,"natural gas","natural gas","grade 7",734.110364013419,6.5
18,"natural gas","natural gas","grade 8",0,16.6
19,"coal","coal","grade 1",2,0.34
19,"coal","coal","grade 2",336,0.37
19,"coal","coal","grade 3",496,1.2
19,"coal","coal","grade 4",704,1.7
19,"coal","coal","grade 5",965,2
19,"coal","coal","grade 6",965,2.3
19,"coal","coal","grade 7",0,2.6
19,"crude oil","crude oil","grade 1",0.2,0.5
19,"crude oil","crude oil","grade 2",0.2,0.55
19,"crude oil","crude oil","grade 3",0.2,0.92
19,"crude oil","crude oil","grade 4",0.2,1.3
19,"crude oil","crude oil","grade 5",0.2,2.1
19,"crude oil","crude oil","grade 6",0.2,2.7
19,"crude oil","crude oil","grade 7",0,3.5
19,"crude oil","unconventional oil","grade 1",146,1.8
19,"crude oil","unconventional oil","grade 2",287,3.3
19,"crude oil","unconventional oil","grade 3",77.94,10.8
19,"crude oil","unconventional oil","grade 4",0,16.3
19,"natural gas","natural gas","grade 1",1,0.62
19,"natural gas","natural gas","grade 2",6,0.68
19,"natural gas","natural gas","grade 3",23,1.1
19,"natural gas","natural gas","grade 4",51,1.7
19,"natural gas","natural gas","grade 5",239,3.1
19,"natural gas","natural gas","grade 6",446,3.7
19,"natural gas","natural gas","grade 7",5534,6.5
19,"natural gas","natural gas","grade 8",0,16.6
20,"coal","coal","grade 1",1.40890771373158,0.34
20,"coal","coal","grade 2",14.8575722538967,0.37
20,"coal","coal","grade 3",18.4438827979407,1.2
20,"coal","coal","grade 4",26.2569164831795,1.7
20,"coal","coal","grade 5",35.8631054404403,2
20,"coal","coal","grade 6",35.8631054404403,2.3
20,"coal","coal","grade 7",0,2.6
20,"crude oil","crude oil","grade 1",68.3528709708725,0.5
20,"crude oil","crude oil","grade 2",86.518724066735,0.55
20,"crude oil","crude oil","grade 3",70.8160374923454,0.92
20,"crude oil","crude oil","grade 4",141.324179169507,1.3
20,"crude oil","crude oil","grade 5",106.531952053702,2.1
20,"crude oil","crude oil","grade 6",146.250512212452,2.7
20,"crude oil","crude oil","grade 7",0,3.5
20,"crude oil","unconventional oil","grade 1",924.919028813068,1.8
20,"crude oil","unconventional oil","grade 2",1808.27212257628,3.3
20,"crude oil","unconventional oil","grade 3",491.974407250083,10.8
20,"crude oil","unconventional oil","grade 4",0,16.3
20,"natural gas","natural gas","grade 1",9.5557568569807,0.62
20,"natural gas","natural gas","grade 2",60.9502329256066,0.68
20,"natural gas","natural gas","grade 3",96.0740959674817,1.1
20,"natural gas","natural gas","grade 4",202.220476189619,1.7
20,"natural gas","natural gas","grade 5",184.916808367518,3.1
20,"natural gas","natural gas","grade 6",345.815092743167,3.7
